0.95278,0.70406,0.98913
0.95388,0.59816,0.5447
0.84074,0.44282,0.71089
0.83682,0.5187,0.70478
0.02221,0.37589,0.56436
0.8986,0.429,0.047818
0.19957,0.30309,0.64042
0.5383,0.91024,0.54603
0.52529,0.30683,0.49009
0.03447,0.71534,0.47761
0.76872,0.059516,0.36882
0.6271,0.26519,0.3073
0.31234,0.52269,0.39815
0.40863,0.89293,0.15924
0.57377,0.56789,0.15824
0.3945,0.69159,0.49161
0.56932,0.34322,0.28654
0.59494,0.27395,0.22525
0.0481,0.83809,0.65034
0.10254,0.72827,0.43613
0.4405,0.99719,0.13718
0.56247,0.46585,0.32866
0.41901,0.2116,0.39532
0.23577,0.31406,0.53001
0.86986,0.25185,0.35572
0.96965,0.30333,0.47449
0.37399,0.34837,0.27613
0.70084,0.61439,0.65244
0.75917,0.79906,0.45533
0.21562,0.89356,0.11067
0.8997,0.93911,0.36715
0.27393,0.47706,0.45973
0.25358,0.3621,0.33205
0.527,0.38092,0.49287
0.82339,0.31449,0.77302
0.66319,0.64749,0.63157
0.47033,0.71799,0.62853
0.019076,0.4787,0.36992
0.98929,0.97742,0.54308
0.49804,0.040881,0.68393
0.13379,0.9349,0.80753
0.01754,0.061094,0.33659
0.50729,0.37702,0.59462
0.1026,0.50519,0.41898
0.22982,0.19376,0.31379
0.54059,0.91059,0.39233
0.58102,0.20515,0.39774
0.88396,0.28569,0.26624
0.14836,0.97583,0.71977
0.26815,0.1433,0.573
0.85708,0.12337,0.28868
0.92877,0.55973,0.48558
0.17767,0.61521,0.56766
0.34351,0.3594,0.31477
0.41955,0.79276,0.27747
0.33554,0.88398,0.26799
0.46007,0.00043257,0.62597
0.7356,0.42788,0.32401
0.0049775,0.96675,0.59382
0.66861,0.89694,0.26877
0.20314,0.55803,0.33112
0.71074,0.48116,0.40414
0.72896,0.60463,0.42887
0.98822,0.90446,0.16459
0.52373,0.41001,0.44181
0.29433,0.36653,0.31012
0.26791,0.39823,0.37797
0.89221,0.22666,0.29819
0.35944,0.17234,0.63807
0.55738,0.40427,0.56414
0.97747,0.63836,0.4102
0.96968,0.31396,0.51134
0.40608,0.68668,0.47432
0.15856,0.7745,0.55997
0.30512,0.24513,0.46073
0.31874,0.67454,0.69868
0.39864,0.95782,0.77177
0.18562,0.43352,0.27233
0.67321,0.44899,0.42111
0.57429,0.89922,0.064122
0.84327,0.36454,0.76224
0.27874,0.25208,0.65107
0.24238,0.0061202,0.61507
0.80245,0.94859,0.70355
0.47691,0.34988,0.63474
0.49982,0.32318,0.5513
0.41053,0.37804,0.24144
0.2858,0.038181,0.67845
0.017159,0.98777,0.36772
0.077317,0.19465,0.66635
0.4476,0.12581,0.66544
0.81624,0.30233,0.85117
0.02733,0.95318,0.70167
0.64316,0.15357,0.53913
0.84967,0.19915,0.38625
0.93622,0.015936,0.78337
0.44961,0.38308,0.48454
0.41012,0.9094,0.14921
0.78673,0.13154,0.27942
0.39975,0.81977,0.5511
0.19509,0.9186,0.61973
0.74274,0.0068975,0.26111
0.83831,0.33715,0.75056
0.064469,0.74552,0.20415
0.38649,0.21903,0.34346
0.086107,0.79766,0.60982
0.99598,0.21271,0.43064
0.79386,0.41741,0.64916
0.87632,0.51946,0.41655
0.11524,0.14868,0.46838
0.60588,0.84333,0.52988
0.16944,0.23765,0.63149
0.85809,0.69791,0.5768
0.779,0.36967,0.2775
0.65699,0.5911,0.59604
0.11318,0.31563,0.59639
